SMILES Labelled,
"COc1cc(S(C)=O)ccc1-c1[nH]c2cccnc2[n+:21]1[H:20].O=C([O-])C[S-:10]>>COc1cc(S(C)=O)ccc1-c1[nH]c2cccnc2[n:21]1.O=C([O-])C[S:10][H:20] 10=20;20,21=21",
"CN1CCCCC[N:10]1C.C[NH+](C)CCN1C=[N+:21]([H:20])c2cccc3cccc1c23>>CN1CCCCC[N+:10]1(C)[H:20].C[NH+](C)CCN1C=[N:21]c2cccc3cccc1c23 10=20;20,21=21",
"CCC(=O)c1cc(C(C)=O)n[n-:10]1.C[n+]1ccn(CCC[n+]2ccc(/C=N/[O:21][H:20])cc2)c1>>CCC(=O)c1cc(C(C)=O)n[n:10]1[H:20].C[n+]1ccn(CCC[n+]2ccc(/C=N/[O-:21])cc2)c1 10=20;20,21=21",
"Cc1cc(Br)cc(C)c1[N:10](C)C.O=S(=O)(C(F)(F)F)[O:21][H:20]>>Cc1cc(Br)cc(C)c1[N+:10](C)(C)[H:20].O=S(=O)(C(F)(F)F)[O-:21] 10=20;20,21=21",
"Cc1cc(C(=C(C#N)C#N)[O-:10])cc(C)c1O.Cc1cc(Cc2cc(C)c(O)c(C)c2)c([O:21][H:20])c([N+](=O)[O-])c1>>Cc1cc(C(=C(C#N)C#N)[O:10][H:20])cc(C)c1O.Cc1cc(Cc2cc(C)c(O)c(C)c2)c([O-:21])c([N+](=O)[O-])c1 10=20;20,21=21",
"NC(=O)C([NH3+])Cc1c[nH]c[n:10]1.O=S(=O)(Cc1ccccc1)c1ncc[n:21]1[H:20]>>NC(=O)C([NH3+])Cc1c[nH]c[n+:10]1[H:20].O=S(=O)(Cc1ccccc1)c1ncc[n-:21]1 10=20;20,21=21",
"CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCn1cc[n+:21]([H:20])c1.NC1=[NH+][C@H]2C[C@@H](N1)[NH2+][C@@H]2C(=O)[O-:10]>>CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCn1cc[n:21]c1.NC1=[NH+][C@H]2C[C@@H](N1)[NH2+][C@@H]2C(=O)[O:10][H:20] 10=20;20,21=21",
"Cc1cc(O)n(-c2nc([O-])c(C)c(C)[n:10]2)n1.Cc1ccc2[nH]c[n+:21]([H:20])c2c1>>Cc1cc(O)n(-c2nc([O-])c(C)c(C)[n+:10]2[H:20])n1.Cc1ccc2[nH]c[n:21]c2c1 10=20;20,21=21",
"C#CC(C)(C)[NH:10]c1ccccc1.CCC([NH3+])C(=O)[O:21][H:20]>>C#CC(C)(C)[NH+:10](c1ccccc1)[H:20].CCC([NH3+])C(=O)[O-:21] 10=20;20,21=21",
"COc1ccc2c3ccnc(C)c3[n-:10]c2c1.Clc1cc(Cl)c[n+:21]([H:20])c1>>COc1ccc2c3ccnc(C)c3[n:10]([H:20])c2c1.Clc1cc(Cl)c[n:21]c1 10=20;20,21=21",
"CCOC(=O)c1c[n:10]c(N)s1.c1cc2[nH]ncc2cc1[NH2+:21][H:20]>>CCOC(=O)c1c[n+:10]([H:20])c(N)s1.c1cc2[nH]ncc2cc1[NH2:21] 10=20;20,21=21",
"CCOCCn1c(N2CCC[NH+](CCCCn3cccn3)CC2)[n:10]c2ccccc21.Cc1cc([O:21][H:20])ccc1Cl>>CCOCCn1c(N2CCC[NH+](CCCCn3cccn3)CC2)[n+:10]([H:20])c2ccccc21.Cc1cc([O-:21])ccc1Cl 10=20;20,21=21",
"CC(C)NNC1CC[N:10](C(C)C)CC1.[NH3+]C1(C(=O)[O:21][H:20])CCCCC1>>CC(C)NNC1CC[N+:10](C(C)C)([H:20])CC1.[NH3+]C1(C(=O)[O-:21])CCCCC1 10=20;20,21=21",
"Nc1ccc(B(O)[O:21][H:20])cc1.OCC[N:10]1CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1>>Nc1ccc(B(O)[O-:21])cc1.OCC[N+:10]1([H:20])CC[NH+](CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1 10=20;20,21=21",
"Cc1ccc(CO[NH2+:21][H:20])cc1.O=C(c1cccc[nH+]1)[O-:10]>>Cc1ccc(CO[NH2:21])cc1.O=C(c1cccc[nH+]1)[O:10][H:20] 10=20;20,21=21",
"CC(C)c1nnn[n-:10]1.Cc1ccc(Sc2ccc([N+](=O)[O-])cc2C(=O)[O:21][H:20])cc1>>CC(C)c1nnn[n:10]1[H:20].Cc1ccc(Sc2ccc([N+](=O)[O-])cc2C(=O)[O-:21])cc1 10=20;20,21=21",
"COc1cc(S(C)=O)ccc1-c1[nH]c2cc(N)cnc2[n+:21]1[H:20].[NH3+]CCCCCCCCCCC(=O)[O-:10]>>COc1cc(S(C)=O)ccc1-c1[nH]c2cc(N)cnc2[n:21]1.[NH3+]CCCCCCCCCCC(=O)[O:10][H:20] 10=20;20,21=21",
"Cc1c(N)cnc[n+:21]1[H:20].Cc1cc(N)cc[n:10]1>>Cc1c(N)cnc[n:21]1.Cc1cc(N)cc[n+:10]1[H:20] 10=20;20,21=21",
"CCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1[O-:10].O=C([O-])CCC(=O)[N:21](OCc1ccccc1)[H:20]>>CCCCCCCCCc1c(-c2ccccc2)nn(-c2ccccc2)c1[O:10][H:20].O=C([O-])CCC(=O)[N-:21]OCc1ccccc1 10=20;20,21=21",
"C[NH:10]c1ccccc1.O=C(Cc1ccccc1)C(=O)[O:21][H:20]>>C[NH+:10](c1ccccc1)[H:20].O=C(Cc1ccccc1)C(=O)[O-:21] 10=20;20,21=21",
"CC(C)[NH+](CCC(c1ccccc1)c1cccc[n:10]1)C(C)C.Nc1c2ccccc2[n+:21]([H:20])c2c1ccc1c([N+](=O)[O-])cccc12>>CC(C)[NH+](CCC(c1ccccc1)c1cccc[n+:10]1[H:20])C(C)C.Nc1c2ccccc2[n:21]c2c1ccc1c([N+](=O)[O-])cccc12 10=20;20,21=21",
"CCCCCCCCCCCCCC[N:10](CCO)CC(O)CC.O=C([O-])C(Cc1n[nH]c2ccccc12)[NH2+:21][H:20]>>CCCCCCCCCCCCCC[N+:10](CCO)(CC(O)CC)[H:20].O=C([O-])C(Cc1n[nH]c2ccccc12)[NH2:21] 10=20;20,21=21",
"Cc1nc(NCc2ccco2)c2cn[nH]c2[n:10]1.O=C([O-])c1ncccc1[NH2+:21][H:20]>>Cc1nc(NCc2ccco2)c2cn[nH]c2[n+:10]1[H:20].O=C([O-])c1ncccc1[NH2:21] 10=20;20,21=21",
"C1CC[O+:21]([H:20])C1.CCC(O)C[N:10](CCO)C(C)(C)C>>C1CC[O:21]C1.CCC(O)C[N+:10](CCO)(C(C)(C)C)[H:20] 10=20;20,21=21",
"CC(=O)Nc1ccc(S(=O)(=O)[NH:21][H:20])cc1.Cc1[nH]c(-c2ccccc2SCc2ccccc2)[n:10]c1C>>CC(=O)Nc1ccc(S(=O)(=O)[NH-:21])cc1.Cc1[nH]c(-c2ccccc2SCc2ccccc2)[n+:10]([H:20])c1C 10=20;20,21=21",
"NC(=O)c1ccccc1[O-:10].Nc1n[nH]c(N)c1/N=N/c1ccc([O:21][H:20])cc1>>NC(=O)c1ccccc1[O:10][H:20].Nc1n[nH]c(N)c1/N=N/c1ccc([O-:21])cc1 10=20;20,21=21",
"Cc1cc(-c2ccccc2)nn2cc(C[N+:21]3([H:20])CCOCC3)nc12.[NH3+]CCCCCCC#CC#CCCC(=O)[O-:10]>>Cc1cc(-c2ccccc2)nn2cc(C[N:21]3CCOCC3)nc12.[NH3+]CCCCCCC#CC#CCCC(=O)[O:10][H:20] 10=20;20,21=21",
"Cc1cccc([N+:21](C)(C)[H:20])c1.OC(c1ccoc1)=[O:10]>>Cc1cccc([N:21](C)C)c1.OC(c1ccoc1)=[O+:10][H:20] 10=20;20,21=21",
"Cc1cc2ccccc2[n:10]c1.N#CC(C#N)=C(C#N)[N:21](c1cccc([N+](=O)[O-])c1)[H:20]>>Cc1cc2ccccc2[n+:10]([H:20])c1.N#CC(C#N)=C(C#N)[N-:21]c1cccc([N+](=O)[O-])c1 10=20;20,21=21",
"CC(C)C(O[C@H]1O[C@@H](C(=O)[O-:10])[C@H](O)[C@@H](O)[C@@H]1O)C(C)C.COc1ccc(C(O)C[NH2+:21][H:20])cc1>>CC(C)C(O[C@H]1O[C@@H](C(=O)[O:10][H:20])[C@H](O)[C@@H](O)[C@@H]1O)C(C)C.COc1ccc(C(O)C[NH2:21])cc1 10=20;20,21=21",
"COc1nc2ccccc2[n+:21]([H:20])c1C.C[Si](C)(C)CC[NH2:10]>>COc1nc2ccccc2[n:21]c1C.C[Si](C)(C)CC[NH2+:10][H:20] 10=20;20,21=21",
"CC(C)[N+:21](CCC(c1ccccc1)c1ccccn1)(C(C)C)[H:20].CNc1cc[n:10]cn1>>CC(C)[N:21](CCC(c1ccccc1)c1ccccn1)C(C)C.CNc1cc[n+:10]([H:20])cn1 10=20;20,21=21",
"C=Cc1cccc[n:10]1.CCC1(C2=CCCCC2)C(=O)NC(=S)[N:21]([H:20])C1=O>>C=Cc1cccc[n+:10]1[H:20].CCC1(C2=CCCCC2)C(=O)NC(=S)[N-:21]C1=O 10=20;20,21=21",
"Cc1ccc(SC2CC(=O)[N:21]2[H:20])cc1.O=C1C(=NO)CC/C1=N\[O-:10]>>Cc1ccc(SC2CC(=O)[N-:21]2)cc1.O=C1C(=NO)CC/C1=N\[O:10][H:20] 10=20;20,21=21",
"CC(=O)N(C)c1cc[n:10]cc1.CC(C)c1ccc(C(=O)/C=C/C(=O)[O:21][H:20])cc1>>CC(=O)N(C)c1cc[n+:10]([H:20])cc1.CC(C)c1ccc(C(=O)/C=C/C(=O)[O-:21])cc1 10=20;20,21=21",
"O=C1C[C@H](C(=O)O)[C@@H](C(=O)[O-:10])O1.[NH3+][C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1[NH2+:21][H:20]>>O=C1C[C@H](C(=O)O)[C@@H](C(=O)[O:10][H:20])O1.[NH3+][C@H]1C[C@@H]2CCCC[C@H]2C[C@@H]1[NH2:21] 10=20;20,21=21",
"C=CCC(=O)[O:21][H:20].FC(F)(F)c1nc([O-:10])c2[nH]c[nH+]c2n1>>C=CCC(=O)[O-:21].FC(F)(F)c1nc([O:10][H:20])c2[nH]c[nH+]c2n1 10=20;20,21=21",
"Oc1ccc([O-:10])c(Br)c1.c1ccc2c([S:21][H:20])[nH+]ccc2c1>>Oc1ccc([O:10][H:20])c(Br)c1.c1ccc2c([S-:21])[nH+]ccc2c1 10=20;20,21=21",
"CCOC(=O)Cc1cccc[n:10]1.CN(C)c1ccc[n+:21]([H:20])c1>>CCOC(=O)Cc1cccc[n+:10]1[H:20].CN(C)c1ccc[n:21]c1 10=20;20,21=21",
"Cn1c[n+:21]([H:20])c2cc(N)ccc21.O[C@H]1[C@H](O)[C@@H](n2c[n:10]c3ccccc32)OC[C@H]1O>>Cn1c[n:21]c2cc(N)ccc21.O[C@H]1[C@H](O)[C@@H](n2c[n+:10]([H:20])c3ccccc32)OC[C@H]1O 10=20;20,21=21",
"CC[N:10](CC)CC(=O)Nc1ccc([N+](=O)[O-])cc1.Cc1cccc(C(=O)[O:21][H:20])c1[N+](=O)[O-]>>CC[N+:10](CC)(CC(=O)Nc1ccc([N+](=O)[O-])cc1)[H:20].Cc1cccc(C(=O)[O-:21])c1[N+](=O)[O-] 10=20;20,21=21",
"Nc1n(-c2cccc([N+](=O)[O-])c2)nn[n:10]1.OC(c1ccccc1)c1cccc[n+:21]1[H:20]>>Nc1n(-c2cccc([N+](=O)[O-])c2)nn[n+:10]1[H:20].OC(c1ccccc1)c1cccc[n:21]1 10=20;20,21=21",
"CC(C)[C@@]12C[NH:10][C@@H](C(=O)[O-])[C@@H]1CC(=O)O2.NC(=O)CCC(C(=O)O)[NH:21][H:20]>>CC(C)[C@@]12C[NH+:10]([H:20])[C@@H](C(=O)[O-])[C@@H]1CC(=O)O2.NC(=O)CCC(C(=O)O)[NH-:21] 10=20;20,21=21",
"CCOCCn1c(CN2CCC[N:10](CCCCn3cc(C(=O)[O-])cn3)CC2)nc2ccccc21.C[n+]1ccc2cc([O:21][H:20])ccc2c1>>CCOCCn1c(CN2CCC[N+:10](CCCCn3cc(C(=O)[O-])cn3)([H:20])CC2)nc2ccccc21.C[n+]1ccc2cc([O-:21])ccc2c1 10=20;20,21=21",
"C[Se](C)=[O:10].Cc1ccc(NCC[NH+:21](c2ccc(C)cc2)[H:20])cc1>>C[Se](C)=[O+:10][H:20].Cc1ccc(NCC[NH:21]c2ccc(C)cc2)cc1 10=20;20,21=21",
"CC(C[N+:21](C)(C)[H:20])C(C#N)(c1ccccc1)c1ccccc1.O=C(CCCc1c[nH]c[nH+]1)[O-:10]>>CC(C[N:21](C)C)C(C#N)(c1ccccc1)c1ccccc1.O=C(CCCc1c[nH]c[nH+]1)[O:10][H:20] 10=20;20,21=21",
"CC(CCCc1ccc(O)cc1)[NH2:10].CN1CCCCCC[N+:21](C)([H:20])CCCCCC1>>CC(CCCc1ccc(O)cc1)[NH2+:10][H:20].CN1CCCCCC[N:21](C)CCCCCC1 10=20;20,21=21",
"CC[N:10](CC)CCCNc1c2ccccc2[nH+]c2ccccc12.[O-]c1cc[n+]([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c([O-])[n+:21]1[H:20]>>CC[N+:10](CC)(CCCNc1c2ccccc2[nH+]c2ccccc12)[H:20].[O-]c1cc[n+]([C@H]2O[C@@H](CO)[C@H](O)[C@H]2O)c([O-])[n:21]1 10=20;20,21=21",
"CCCCS(=O)[O-:10].CCc1ccnc2c1ccc1c(CC)cc[n+:21]([H:20])c12>>CCCCS(=O)[O:10][H:20].CCc1ccnc2c1ccc1c(CC)cc[n:21]c12 10=20;20,21=21",
"Brc1ccc[n:10]c1.CN1C2CCC(CC2)[N+:21]1(C)[H:20]>>Brc1ccc[n+:10]([H:20])c1.CN1C2CCC(CC2)[N:21]1C 10=20;20,21=21",
"Nc1ccc(C(=O)[O-:10])cc1.O/C(c1ccoc1)=[O+:21]/[H:20]>>Nc1ccc(C(=O)[O:10][H:20])cc1.OC(c1ccoc1)=[O:21] 10=20;20,21=21",
"CC[N:10]1CCCC1CNS(=O)(=O)c1ccc(OC)c(OC)c1OC.Cc1ccc2cccc([O:21][H:20])c2n1>>CC[N+:10]1([H:20])CCCC1CNS(=O)(=O)c1ccc(OC)c(OC)c1OC.Cc1ccc2cccc([O-:21])c2n1 10=20;20,21=21",
"COc1ccc2cc([O-:10])ccc2c1.Cc1c[n+:21]([H:20])c2cccc([N+](=O)[O-])c2c1NCCC[NH+](C)C>>COc1ccc2cc([O:10][H:20])ccc2c1.Cc1c[n:21]c2cccc([N+](=O)[O-])c2c1NCCC[NH+](C)C 10=20;20,21=21",
"O=C([C@H]1CC[C@H](O)CC1)[O:21][H:20].O=S(=O)(Cc1ccccc1)c1ncn[n-:10]1>>O=C([C@H]1CC[C@H](O)CC1)[O-:21].O=S(=O)(Cc1ccccc1)c1ncn[n:10]1[H:20] 10=20;20,21=21",
"CC(C)[NH+](CCC(c1ccccc1)c1cccc[n:10]1)C(C)C.N#CC1=C(c2nc3ccccc3o2)C(=O)Oc2cc([O:21][H:20])ccc21>>CC(C)[NH+](CCC(c1ccccc1)c1cccc[n+:10]1[H:20])C(C)C.N#CC1=C(c2nc3ccccc3o2)C(=O)Oc2cc([O-:21])ccc21 10=20;20,21=21",
"C=CC[N+:21](CC(C)O)(CC(C)O)[H:20].CC(C)(C)[N:10]1NC2CCC1C2>>C=CC[N:21](CC(C)O)CC(C)O.CC(C)(C)[N+:10]1([H:20])NC2CCC1C2 10=20;20,21=21",
"CC(C)(C)[N:10]1NC2CCC1C2.O=C(CCC[N+:21]1([H:20])CCOCC1)c1ccccc1>>CC(C)(C)[N+:10]1([H:20])NC2CCC1C2.O=C(CCC[N:21]1CCOCC1)c1ccccc1 10=20;20,21=21",
"CCOc1cc[n+:21]([H:20])c([O-])n1.Nc1ccc([N-:10]S(=O)(=O)c2ccccc2)cc1>>CCOc1cc[n:21]c([O-])n1.Nc1ccc([N:10](S(=O)(=O)c2ccccc2)[H:20])cc1 10=20;20,21=21",
"CCCNCC[NH+:21](CCC)[H:20].CCc1nnn[n-:10]1>>CCCNCC[NH:21]CCC.CCc1nnn[n:10]1[H:20] 10=20;20,21=21",
"O=C([O-])CCCCCC[NH2:10].O=[N+]([O-])c1cc(Cl)ccc1C[NH2+:21][H:20]>>O=C([O-])CCCCCC[NH2+:10][H:20].O=[N+]([O-])c1cc(Cl)ccc1C[NH2:21] 10=20;20,21=21",
"CC(C)N(CCC(C(=O)[NH:21][H:20])(c1ccccc1)c1ccccn1)C(C)C.CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n:10]cn1C>>CC(C)N(CCC(C(=O)[NH-:21])(c1ccccc1)c1ccccn1)C(C)C.CC[C@@H]1C(=O)OC[C@@H]1Cc1c[n+:10]([H:20])cn1C 10=20;20,21=21",
"CCCc1ccc(C)n[n+:21]1[H:20].N#C[C@H]1CCCC[C@@H]1C(=O)[O-:10]>>CCCc1ccc(C)n[n:21]1.N#C[C@H]1CCCC[C@@H]1C(=O)[O:10][H:20] 10=20;20,21=21",
"Cc1ccc2c(c1)sc(c1ccc([N:10](C)C)cc1)[n+]2C.c1ccc2c(c1)cc1ccccc1[n+]2[O:21][H:20]>>Cc1ccc2c(c1)sc(c1ccc([N+:10](C)(C)[H:20])cc1)[n+]2C.c1ccc2c(c1)cc1ccccc1[n+]2[O-:21] 10=20;20,21=21",
"CCC(O)C[N:10](CC)CC(O)CC.C[NH+](C)Cc1cc(-c2ccccc2)cc(C[NH+](C)C)c1[O:21][H:20]>>CCC(O)C[N+:10](CC)(CC(O)CC)[H:20].C[NH+](C)Cc1cc(-c2ccccc2)cc(C[NH+](C)C)c1[O-:21] 10=20;20,21=21",
"CC[C@@H]1OC(=O)[C@@H](C)[C@H](O)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H]([N+](C)(C)[O:21][H:20])[C@@H]2O)[C@]2(C)C[C@H](C)C3(O[C@]1(C)C=C3C)O2.Cc1ccc(C2CCC[NH+]2C)c[n:10]1>>CC[C@@H]1OC(=O)[C@@H](C)[C@H](O)[C@@H](C)[C@H](O[C@H]2O[C@@H](C)C[C@@H]([N+](C)(C)[O-:21])[C@@H]2O)[C@]2(C)C[C@H](C)C3(O[C@]1(C)C=C3C)O2.Cc1ccc(C2CCC[NH+]2C)c[n+:10]1[H:20] 10=20;20,21=21",
"Clc1ccc([O:21][H:20])c(Cl)c1.O=C1[C@H]2C[C@H](C[N:10]3CCCC=C23)[C@@H]2CCCCN12>>Clc1ccc([O-:21])c(Cl)c1.O=C1[C@H]2C[C@H](C[N+:10]3([H:20])CCCC=C23)[C@@H]2CCCCN12 10=20;20,21=21",
"COc1cc(S(N)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[N:10]3Cc2ccccc2)c1OC.N/C(c1ccccc1)=[S+:21]/[H:20]>>COc1cc(S(N)(=O)=O)cc(C(=O)N[C@@H]2C[C@H]3CC[C@@H](C2)[N+:10]3(Cc2ccccc2)[H:20])c1OC.NC(c1ccccc1)=[S:21] 10=20;20,21=21",
"CC[NH+](CC)CCNc1nc(Nc2ccc(Cl)cc2)cc(C)[n:10]1.c1coc(CNCC[NH+:21](Cc2ccco2)[H:20])c1>>CC[NH+](CC)CCNc1nc(Nc2ccc(Cl)cc2)cc(C)[n+:10]1[H:20].c1coc(CNCC[NH:21]Cc2ccco2)c1 10=20;20,21=21",
"CNc1ncnc2nc[n:21]([H:20])c12.OC(C[S-])C[S-:10]>>CNc1ncnc2nc[n-:21]c12.OC(C[S-])C[S:10][H:20] 10=20;20,21=21",
"CCOC(=O)C1=N[N-:10]C2=C(C1=O)C(=O)N(C)C(=O)N2C.Clc1ccc([O:21][H:20])cc1>>CCOC(=O)C1=N[N:10]([H:20])C2=C(C1=O)C(=O)N(C)C(=O)N2C.Clc1ccc([O-:21])cc1 10=20;20,21=21",
"O=C([O-])C(CCc1ccc([N+](=O)[O-])cc1)[NH2:10].O=C([O-])C[NH+](CC(=O)[O-])Cc1cc([N+](=O)[O-])ccc1[O:21][H:20]>>O=C([O-])C(CCc1ccc([N+](=O)[O-])cc1)[NH2+:10][H:20].O=C([O-])C[NH+](CC(=O)[O-])Cc1cc([N+](=O)[O-])ccc1[O-:21] 10=20;20,21=21",
"C[N+:21](C)(c1cc[nH+]cc1)[H:20].O=P([O-])([O-])c1ccc(S(=O)(=O)[NH-:10])cc1>>C[N:21](C)c1cc[nH+]cc1.O=P([O-])([O-])c1ccc(S(=O)(=O)[NH:10][H:20])cc1 10=20;20,21=21",
"C/C(=N\[O-:10])C(=O)CO.Nc1ccc2nc[n+:21]([H:20])cc2c1>>C/C(=N\[O:10][H:20])C(=O)CO.Nc1ccc2nc[n:21]cc2c1 10=20;20,21=21",
"CCCCCC[N:10](CC(C)O)CC(C)O.CCNc1cc[nH+]c([S:21][H:20])n1>>CCCCCC[N+:10](CC(C)O)(CC(C)O)[H:20].CCNc1cc[nH+]c([S-:21])n1 10=20;20,21=21",
"CCS/C(c1ccc(OC)cc1)=[O+:21]\[H:20].c1ccc(-c2[nH]cc[n:10]2)cc1>>CCSC(c1ccc(OC)cc1)=[O:21].c1ccc(-c2[nH]cc[n+:10]2[H:20])cc1 10=20;20,21=21",
"CC(C)[NH2+]CC(=O)[O-:10].O=[N+]([O-])[N:21](c1nnn[nH]1)[H:20]>>CC(C)[NH2+]CC(=O)[O:10][H:20].O=[N+]([O-])[N-:21]c1nnn[nH]1 10=20;20,21=21",
"C(COCCc1nnn[n:21]1[H:20])OCCc1nnn[n-]1.CCCCOc1ccc(OCCC[N:10]2CCOCC2)cc1>>C(COCCc1nnn[n-:21]1)OCCc1nnn[n-]1.CCCCOc1ccc(OCCC[N+:10]2([H:20])CCOCC2)cc1 10=20;20,21=21",
